username,komentar,Sentimen
@laskarselatan6710,"orang jakarta itu orang yang gimana boss,,argumenya yang jelas,,,,lu hostnya pun china,,,,
Kayak hobi lu paling wah aja....",-1
@rickyciko,"Bacanya bukan horeg mas, tapi horeg.",0
@AlfianNn-z7p,Los,1
@masq-x7c,ORANG MANA LU?,0
@danangfebrianto1519,Itu povmu bang.,-1
@jokoaqila4467,Kampungan tidak tau sound horeg,-1
@arjunafarm6563,Konten isinya katanya katanya doang,-1
@EzaAlvaruq,𝐅𝐮𝐜𝐤,-1
@a.idris11,"Menormalisasi hal yang tidak baik dan berlebihan, menurutku sih kebalikan dari keren.",-1
,Inilah media yang sesungguhnya  jos.. langsung ke sumbernya bukan hanya asal comot video entah dari mana dan berasumsi sendiri.,1
@kimagella1993,"Dulu ketika ada media yang memberitakan, bahawa iq rata-rata orang Indonesia itu 78, saya tidak percaya, saya merasa itu berita itu cuma framing dari pihak luar, tapi sekarang saya percaya,",0
@badangtiktok-e8t,Saya dari Blitar Jawa Timur apa yang di bicarakan dengan mas kholid memang benar . terutama untuk wilayah malang memang pusatnya sound horeg,1
@Cyan_Nightingale,"Biar sudut pandangnya lengkap & berimbang harusnya Volix Media wawancarai juga perspektif warga yang kena suara sound horeg yang punya anak bayi atau orang dengan riwayat penyakit jantung, pengamat musik, pengamat sosiologi, dan para sound engineer terkait fenomena ini. Ini cuma dari sisi pemilik & penggemar horeg nya aja. Jelas bias. Soal ganti ruginya saja tidak ada. Malah ada ibu-ibu di Pati dikeroyok karena protes suara truk Horeg. Bedakan pula hobi audio sungguhan (audiophile) dengan hobi ngisruh bernama horeg ini.",-1
@tomyg2835,"intinya diempati, wajar sudah pada kesetanan tidak punya empati. ketika nyalain musik dalam pikirannya tidak ada terbesit ""apa tetangga terganggu ya? , apa suara ini tidak terlalu kencang?"" terus dipikir dengan logika. tapi masalahnya para penikmat sound horge gapunya empati. menjunjung tinggi hiburan tanpa memikirkan , dan fokus pada ego sendiri. hatinya sudah mati, karena gengsi dan kebanggaan yang semu dan sesaat. sdm rendah mana paham tentang empati, yang penting kan ngegas hidupnya :)",-1
@khoirullmukhlisin6233,"Undang-Undang Nomor 1 Tahun 2011 tentang Perumahan dan Kawasan Permukiman:

Pasal 49 ayat (1): Mengatur tentang kegiatan yang tidak mengganggu fungsi hunian, termasuk soal suara, bau, suhu, dan sampah.

Pasal 150 ayat (2): Menetapkan sanksi bagi pemilik tempat usaha yang mengganggu kenyamanan lingkungan hunian.

Undang-Undang Nomor 23 Tahun 2007 tentang Pengelolaan Lingkungan Hidup:
Pasal 104: Mengatur tentang pencemaran lingkungan, termasuk polusi suara.
Pasal 109: Menetapkan sanksi pidana bagi pelaku pencemaran lingkungan.

Undang-Undang Nomor 22 Tahun 2009 tentang Lalu Lintas dan Angkutan Jalan:
Pasal 287: Mengatur tentang larangan membuat suara bising yang mengganggu ketertiban umum.",0
@ariaone7358,"06:05 bahaya banget kalimat 'dikawal kepolisian', ke depannya bakal ada kalimat horeg dipakai presiden untuk kampanye akbar & pelantikan. orang-orang awam bakal mengira horeg ini resmi padahal banyak aturan yang ditabrak demi berlangsungnya acara, sekelas toa masjid saja ada aturannya loh. Potensi benturan di masyarakat sangat besar apalagi yang kontra sudah mulai berani bersuara.

 percayalah yang nyawer bukan yang gentengnya rontok, tapi penonton atau maniak-maniak penyembah horeg. Saweran bukan berarti pemilik rumah seneng rumahnya dirontokkan. memang diganti dari panitia, tapi uang ganti rugi tidak sesuai dgn jumlah kerugian. Proses negoisasi ganti rugi dikelilingi preman-preman yang mulutnya bau ciu, pemilik rumah tidak berani nuntut lebih karena takut diintimidasi. Saya bisa bilang begini karena saya sendiri bantu saat negoisasi rumah saudara yang rontok karena horeg.

Pemkab malang sekarang cari muka ke massa horeg demi meraih simpati publik karena bupati nyalon periode kedua. Sound horeg ini ditunggangi jadi kendaraan politik gara-gara arema fc sudah tidak menjanjikan untuk ditunggangi. Bupati tidak perlu janji-janji manis saat kampanye, cukup izin horeg dibuat los dol liar pasti bupati bisa bikin dinasti politik. Warga kabupaten tidak butuh pembangunan, butuhnya cuma horeg.",-1
@chococheeze1695,"Lebih banyak mudharat nya sih, saya melihat fenomena ini tidak meningkatkan kualitas manusianya tapi lebih ki ngomporin ego. Dan digunakan untuk kepentingan-kepentingan golongan saja.",-1
@nikenyuniarti7020,Ini bukti orang Indonesia semakin egois mencari kesenangan tanpa mempedulikan akibatnya terhadap lingkungan sekitarnya.,-1
@RezaTri,"Salah satu cara untuk menjadi orang nir-empati adalah gabung dan menikmati sound horeg. 

Sebagai wong asli malang, aku isin poll…",-1
@SuperGigaleon,"Ini siapa sih yang nyewa sampai jakarta? Kan normalnya di malang, yah? di Jakarta sini tidak normal & ganggu, Mas! Kami sibuk kerja & stres!... Si narsumnya juga tidak paham kena sarkas.",-1
@Makiichii,Makasih sudut pandangnya. Sekarang saya tau stereotipe Jatim sebagai Jawir paling tieqk tau malu memang bener wkwk,-1
@Dewo2817,Ya Anda bilang gitu. yang Anda lihat pihak penyewa. Pernah tidak Anda melihat warga yang malah tertimpa musibah. Tetanggaku ibunya sampai mininggal dunia. Mau protes tidak berani karena lebih banyak peminatnya ketimbang yang tidak minat. Itu gimana? Cuman omong kosong kalau orang rumahnya rusak itu bahagia mas.  Kalau orang gila gua percaya. tapi kalau orang otaknya waras jelas tidak,-1
@fayfaizal6443,"Mereka berpikir dengan mereka mengeluarkan uang sebegitu banyakanya dan sampai di jakarta adalah tanda mereka sangat keren, mereka berpikir semua orang menyukainya. mereka lupa kalau uang tidak bisa beli kelas. Pemikiran dangkal dan sudut pandang sempit,  Abai dengan lingkungan. tidak mikir kondisi rumah yang punya bayi maupun lansia, polusi suara atas nama kesenian. Atas nama ""kami ini orang kabupaten, orang kecil"" bertindak semena-mena, mana didukung lagi sama pemerintah, Gila! Harusnya ada regulasi dari pemerintah, tidak sepatutnya mereka turun ke jalan atau ada didekat pemukiman, kalau sound doang mending sewain ke konser yang jelas ada musisi dan performer di event musik. 

Sebagai orang jawa timur, kalau kalian pengen referensi karnaval kesenian yang beneran kesenian. kalian coba cari kesenian ""Daul-daul madura"". Kesenian yang berbudaya beneran. Berharap orang Jawa timur bisa menunjukkan budaya mereka sungguhan. Jawa Timur banyak suku-suku yang punya budaya kesenian yang lebih baik dari ini.",-1
@agusdear1,"Ada pepatah jawa ""desa mawa cara negara mawa tata"". kalau bagi masyarakat disekitar sana OK-OK saja soal sound horeg ya sudah biar mereka yang menikmatinya. Bagi daerahku yang kurang umum soal budaya sound horeg cuma bisa senyum sama geleng kepala. 

Di daerahku kalau mau adu bising sound system, para komunitas rental sound system biasanya mengadakan event ""nyetel bareng sound system"" di lapangan pinggiran yang agak jauh dari pemukiman penduduk. Eventnya gratis bisa dihadiri ""yang mau mau saja"", jadi tidak ""mengganggu"" bagi yang kurang suka sound horeg.",1
@muliabakery8468,"Bayangin diliput media internasional, image Indonesia bisa mirip prindafun dimata dunia",0
@jorengespyur,"secara pribadi saya tidak berminat tapi juga tidak terganggu dengan adanya fenomena sound horeg ini. pendapat pribadi saya mungkin memang harus ada aturan tertentu yang mengatur agar adanya sound horeg ini lebih tertib dan teratur, misal ada aturan volume maksimal berapa ketika ada di lapangan atau saat sedang karnaval keliling jalan. waktu awal-awal viral dulu desa tetangga ada yang mengundang sound horeg BREWOG AUDIO di lapangan, saat itu seminggu sebelum acara pihak panitia mendata warga yang ada penyakit jantung dan lansia untuk diungsikan sementara ke radius wilayah yang aman. acara berjalan dengan lancar dan tidak ada kerusakan apapun krna kebetulan acara memang ada dilapangan luas, sekeliling adalah sawah dan kebun warga, jauh dari rumah-rumah warga. intinya lebih baik jangan dilarang tapi dibuatkan saja aturan tertentu agar lebih tertib. saya pribadi jika ada acara sound horeg mungkin tidak akan menonton dan cenderung menghindari, tapi tidak membenci. kesenangan orang memang banyak macamnya, jangan salahkan mereka tapi cari solusi terbaik agar kesenangan itu juga tidak mengganggu orang lain,. salam santun...",1
@baihakikiki3238,"saya orang Jakarta sangat suka sound horeg, terimakasih kedatangannya sound horeg Jatim",1
@WRahardjo1993,"""Di Malang kalau genteng rontok itu sudah biasa mas. Kalau dibilang sound horeg SDM rendah, sori, kami sudah sampai Jakarta""

Yee kocak. Ya memang kudunya kaya di Jakarta tuh, nyetel horeg di jalan, di tempat luas yang jauh dari pemukiman. Baru tahu ini gua ada orang ngerusak pemukiman warga malah bangga.",-1
@Fithozee,"Negara seperti di Jerman yang padahal sedikit tempat wisatanya tapi turis sering berdatangan karena dari perumahannya saja sudah sangat asri tidak ada polusi suara, apalagi sampah.",0
@SunClouds12,"Tetap kontra, gaduh dan riuh banget. Minim empati yang punya horeg"" ini.  Bilang 1% 2% doang tapi itu opini sendiri, mana buktinya kalau yang dirugikan persentasenya segitu???",-1
@kabupatenmalang,"Volix juga harus membahas, aturan yang mengatur sound horeg, berapa desibel yang boleh di dengarkan, aturan jam sound horeg.",0
@AhmadKRB,"TIDAK HANYA SOUND HOREG

Kegiatan yang mengganggu orang lain dianggap sebagai SDM rendah karena menunjukkan kurangnya kemampuan dalam berinteraksi sosial secara positif. Individu yang mengganggu sering kali tidak mempertimbangkan perasaan dan kebutuhan orang lain, mencerminkan:

Kurangnya Empati: 
Tidak mampu merasakan atau memahami perasaan orang lain.

Keterampilan Komunikasi yang Buruk: 
Kesulitan dalam berkomunikasi secara efektif tanpa konflik.

Ketidakmampuan Mengelola Emosi: 
Sering kali terpengaruh oleh emosi negatif yang mengarah pada perilaku mengganggu.

Ya, mengganggu orang lain bisa dianggap sebagai tanda rendahnya sumber daya manusia (SDM). Hal ini sering kali mencerminkan kurangnya empati, keterampilan sosial, dan kesadaran akan dampak perilaku terhadap orang lain. Individu dengan SDM yang lebih baik cenderung menunjukkan perilaku yang lebih positif dan saling menghormati.",1
@orangtampan6675,"Kenalpot bising dilarang karena kita tahu itu merugikan orang lain, tapi ini lebih bising lagi sampai bikin kaca pecah genteng rontok, dan beliau ini berani bilang rumah rubuhpun tidak apa-apa, dan mereka kasih izin atas perbuatan yang jelas-jelas merugikan orang lain. Negara kita sakit, semoga cepet sembuh Indonesia.",-1
@muhammadluthfihakim6129,"Sekarang coba ganti wawancara para korban yang rumahnya hancur, bayinya meninggal, dst. biar adil. Dan minimal kalau punya logika dipakai lah apa dampaknya, positif atau negatif, baik atau buruk. Bukan hanya untuk kepentingan pribadi tapi juga orang banyak. ",-1
@MakhlukTerang,"kontribusi sound horeg untuk negara apa? 

kata orang orang membantu ekonomi orang sekitar dan anak anak yatim piatu tapi PC temenku rusak dia kena getaran kuat sound horeg, dia komplain tidak dipeduliin malah dilawan bawa satu rombongan (sudah seperti geng motor atau geng tawuran)

padahal temenku itu pejuang freelancer dari online nyari $ untuk keluarga dan juga itu membantu ekonomi seluruh rakyat indonesia karena jadi pejuang visa yang bantu nurunin harga dollar

itu baru temenku, belum yang lain yang jadi kena masalah kesehatan maupun kerusakan lainnya, mau komplain dimana dan belum tentu diganti rugi + paling bawa rombongan lagi fans-fans sound horeg untuk nolak ganti rugi 

coba lihat india, walaupun mereka itu lebih gede sound horegnya tapi mereka di persawahan atau di tempat jauh dari pemukinan di sekeliling ada banyak pepohonan",-1
@hahahuhu46,"SDM TERENDAH DI INDONESIA, YA PENDENGAR SOUND HOREG INI, SEMOGA KALIAN CONGEAN AMPE IJO, AMIN",-1
@YAOLChannel,"Siapa bilang yang komen negatif itu hanya netizen saja. Contohnya saya, di kampung suami saya pas acara carnaval subhannallah kencengnya na'udzubillah . Rumah sampai getar-getar, itu betul-betul mengganggu loh mas  kesal sekali saya.",-1
@Ryoo2279,0:48 oalah kesalahan berfikir ternyata,0
@ahmadzaco7361,Ayo dong media-media ibu kota ikut liputan acara pesona gondanglegi dong ,1
@edisanjaya5483,Ini baru chanel yang perlu diapresiasi.. langsung cari informasi ke lokasi.. Bukan cuma mencari informasi di tiktok... yang diunggah minusnya doang,1
@talkhayr,Sdm tinggi tidak mengatakan orang lain sdm rendah. Justru orang yang menilai tanpa tahu fakta dan realita di lapangan malah yang IQ nya rendah.,1
@chanwalk6774,"Patut di apresiasi kontennya, terjun langsung ke lapangan tidak seperti yang lain cuma dapat info dari CUPLIKAN NEGATIF & KATANYA",1
@selimutbening4153,"Dampak mendegarkan suara terlalu keras
・Kerusakan indera pendengaran yang dapat menurunkan pendengaran baik bersifat sementara maupun permanen atau ketulian
・Meningkatkan denyut nadi, konstriksi pembuluh darah perifer terutama tangan dan kaki
・Terganggunya sensoris dan denyut jantung
・Meningkatkan risiko serangan jantung meningkat

lalu, manfaatnya apa?",0
@tkijatimofficial,"di kota malang saya jual asongan dan disetiap ada ffestivall karnaval & sound horeg alhamdulillah jualan saya pasti selalu habis meningkat 3x lipat. & warga sangat antusias 
i love you. kota malang ",1
@Mk74surabaya,Saya sebagai penyewa sebenarnya karnaval d imalang itu bentuk adu gengsi.saling menunjukan kekuatan ekonomi antar rt. Percayalah persaingan antar rt di malang selatan itu mengerikan. Mereka berlomba lomba bekerja keras untuk menunjujan dominasi ekonomi sosial sebuah RT. Meskipun kebanyakan dari petani tapi mereka saling menunjukan ekonomi super mereka.  Apalagi saat ini musim cengkeh dan kopi pada saat bulan 8 maka itu akan sangat pesta pora. Ingat kopi dampit terkenal seluru dunia mengakui. Gondang legi dengan kekuatan tebu nya. Tirtoyudo dengan pisang emas dan salak. Sumber manjing dengan kekuatan lautnya yang di expor keluar negri. Ampel gading dengan kekuatan peternakan kambing etawanya. Turen dengan sektor swasta. Dan lain lain. Jika kakian datang ke malang pasti disana akan sangat terlihat persaingan ekonomi. Sesama rt mereka sangat erat. Tapi antar rt mereka akan sangat saling menyindir. Jadi inilah penyebab kenpa sound di malang sangat populer ya karena masyarakatnya adu gengsi antar rt. Dan sampai saat ini untuk mencari rt yang di isi orang-orang kaya pasti mudah dicari dengan cara mendatangkan sound saja tahu. Dan untuk mencari tahu rt yang di isi penggangguran dan pemalas pasti tahu dengan bagaimana cara rt itu bisa mendatangkan sound apa tidak. Kalau tidak bisa mendatangkan maka fix rt tersebut di isi penggangguran. Orang orang pelit. Orang orang ruwet. Fix itu kenyataan di kota kami,0
@azzathukangpotensio6596,terima kasih telah meliput dunia sound horeg & membuat berita yang sangat manfaat agar semua bisa mengerti penjelasan,1
@setelanchannel,"Nah, berarti warga pengen rumahnya hancur. Jadi sebaiknya ditutup saja aliran bansos ke Jawa Timur (Provinsi salah satu terbesar realisasi dan penerima bansos). Toh, mereka tidak niat bangun kan?",-1
@kazutozoro9245,Ayo di liput ada Pesona Gondanglegi. Acara karnaval top,1
@AcazAiden,"Semua ada komunitasnya mau sound horeg, dangdut, dj, pemabuk, LGBT, geng motor, jambret, copet, pasti ada saja perkumpulannya dan menyukainya

Intinya gimana cara kita memilah mana yang baik & benar ",1
@hcfindependent268,Yang punya Bp audio ini juga orangnya dermawan....setiap tahun bagi-bagi thr untuk ribuan masyarakat malang,1
@ToraOni-m9t,"Alhamdulillah untungnya sound horeg ini tidak ada di daerah saya, juga disini dilarang keras mengadakan acara tersebut",1
@timurwahyuwidianto2422,"POV sebagai salah satu warga kabupaten Malang yang sudah terbiasa hidup berdampingan dengan sound horeg.

Sound horeg sendiri sebenarnya sudah lama ada di Malang mulai tahun 2000 an, dulu menyebutnya sound system saja (spiker ombro) dengan tatanan rapi dibelakang truk dan dilapisi kain hitam tanpa lighting sperti sekarang 

- Sound horeg biasannya ada di acara-acara tertentu semisal hajatan, acara hiburan masyarakat (kuda lumping, bantengan dll) & acara karnaval.
- Sound horeg tidak akan tiba-tiba datang & membunyikan sound mereka tanpa ada pihak yang mendatangkan/menyewa sound tersebut.
- Dalam acara karnaval, H-3 Bulan biasanya akan dilakukan sosialisasi/technical meeting mengenai beberapa hal terkait rute karnaval, kebutuhan dana & pembentukan panitia acara.
- Melakukan identifikasi masalah / dampak dari acara karnaval meliputi jalan yang akan dilewati, warga yang terdampak (balita & orang sakit) serta melakukan penyelesaian untuk mencapai solusi yang terbaik dari case yang ditemukan. (jika dirute yang dilewati banyak balita & orang sakit maka rute akan digantu atau pihak keluarga tsb yang mengungsi ke kerabat terdekat ketika acara brglangsung)
- Jika diakhir acara terdapat dampak serta kerugian bagi warga sekitar atas acara tsb, panitia & perangkat desa selalu bertanggung jawab penuh terhadap kerugian tsb (contoh : genteng ambrol, dinding retak, kaca pecah, perusakan fasilitas umum serta sampah yang menumpuk di akhir acara) note : jika harus merusak fasilitas umum maka perlu dibicarakan dengan pihak terkait terlebih dahulu & mencari solusi yang disepakati.

Beberapa sisi positif atas berlangsungnya acara sound horeg diantaranya :
1. Keuntungan bagi pedagang umkm sekitar karena penonton dalam tiap acara karnaval sgt banyak
2. Keuntungan bagi pengusaha sound sistem
3. Keuntungan bagi pengusaha sewa kostum
4. Keuntungan bagi pengusaha MUA
5. Keuntungan Lahan parkir bagi karang taruna / kelompok RT
6. Keuntungan bagi usaha toilet umum dadakan
7. Keuntungan bagi konten kreator (baik yang akan post dr sisi positif/negativ, karena potensi menarik viewers sgt tinggi)
8. Menumbuhkan kekompakan & guyub rukun bagi peserta karnaval itu sendiri.


Kemudian untuk sisi negativ atas berlangsungnya acara tsb diantaranya :
1. Iuran tinggi (namun biasanya bisa dicicil pertahun)
2. Potensi kerusuhan & tindakan kriminal tinggi
3. Melupakan waktu sholat

Ya, itu beberapa poin yang bisa saya ketikan di sini mengenai pengalaman / sudut pandang saya sebagai warga kabupaten malang yang sudah terbiasa berdampingan dengan sound horeg. Untuk penilian kalian orang luar Malang mengenai kami, ya itu hak kalian, Silahkan. tapi untuk saya pribadi ini bukan masalah besar yang perlu diperdebatkan, karena pada intinya semua dampak yang ditimbulkan juga ada yang bertanggung jawab & bisa diselesaikan dengan baik selama ini.",0
@IndiPuspita-k4m,"Pemerintah harusnya melarang sound horeg, karena banyak sekali merugikan",-1
@pakdesoer8255,LUCU PENJELASANMU MAS MAS WKWK...GAK SEMUA ORANG SENENG DAN SETUJU. BODOHNYA MENORMALISASI HAL YANG MENYIMPANG.,-1
@maniacjoe3088,"Kalo terbukti banyak hal positif nya, kenapa masih haus pengakuan?",-1
@hidayaturrahmat3973,Inilah pekerjaan menyenangkan diatas penderitaan orang sekitarnya  SDM kebalik,-1
@Sukasukanih88,Bawa di daerah primitifmu saja. Jangan bawa ke kota.. Indonesia mau maju. Jangan dibuat mundur.,-1
@imamshaka4507,"Alhamdulilah....Sound Horeg cuma Undangan Sebentar Doang,setelah itu Pulang
Bukan Jadi Hiburan Tetap Warga Jakarta
Dan Semoga Warga Jakarta Tidak Memilik Sound seperti itu dan Agar Bisa Nikmati Istirahatnya Dengan Tenang dengan Suasana Sunyi Senyap saat Siang atau Pun Malam
Karna JAKARTA KOTA TAK PERNAH TIDUR (Ada yang Kerja Pagi dan ada Pun Kerja Malam malam)",1
@rousyanfikri8761,Tgl 26 Oktober besok sebagai warga Kab.Malang mengundang Volix media untuk ikut meliput salah satu karnaval akbar yang saat ini sudah menjadi event tahunan nasional kemenparekraf di Malang #full horeg #full Costum karakter,1
@obethboku681,"Sebenarnya masyarakat menilai ini dari sisi mana. 

Bagi yang menganggap ini positif ya terima konsekuensinya akulturasi budaya over kebisingan, joget-jogetan DJ-DJ-an keterbukaan pakaian menjadi normal di masyarakat. Bagi yang menganggap ini negatif juga terima konsekuensinya tidak ada joget-jogetan DJ-DJ-an dan meminimalisir normalisasi ketebukaan pakaian.

Setiap orang punya kepentingan masing-masing, seperti konsumen rokok, konsumen sayur mayur, konsumen alkohol, konsumen teh solo, konsumen jus, konsumen sabu-sabu, konsumen jamu, kita tahu pilih mana yang buruk dan yang baik untuk kita maupun sekitar.

dan saya memilih untuk tidak setuju melestarikan sound horeg ini, tidak memaksa kalian untuk tidak setuju juga hanya menyarakan untuk berfikir.",-1
@munarmunir661,"Pantas Indonesia belum maju dari awal merdeka, padahal pola pikir adalah hal dasar, tapi nyatanya dari pola pikir saja sudah nyampah, bangga lagi ! Salam sehat bersih bersih sampah untuk kemajuan bangsa !",-1
@sabilalrasyad6691,"إذا لم تستحي ، فاصنع ما شئت

Jika engkau tidak tau malu, maka berbuatlah sesukamu",-1
@rikunatsu72,"Gini loh negara negara sekelas swiss,jepang dll kebijakan tentang polusi suara saja dipikirkan loh,ya karena di negara kita tidak ada gituan jadi ya minimal hal layak gini jangan dinormalisasikan loh,emang mungkin di jatim sana banyak yang suka ginian tapi ya tidak semua juga,dan jangan bawa-bawa kita ini orang desa,kabupaten,kampung apalah kagak semua orang desa nerima suara seperti gituan,untung banget budaya horeg ini tidak nyebar ke provinsi selain jatim",-1
@rozakfassah7730,"Sementara kita coret Jatim dari list travel sampai horeg hilang, IQ EQ nya naik dikit aja. IQ 78 juga masih ketinggian untuk Jawir",-1
@internisti007,Hanya dengan mengingat Allah hati akan tenang,1
@bryana9129,"Tidak semua orang suka sound horeq mas,, tolong dong buat undang-undang yang untuk aturan masalah ini",-1
@BintangAdiPradana,"Mantapp MAS KHOLID....Yang menilai sound horeg itu buruk....dengarkan telingamu teman, yang suka menilai buruk.",1
@iwnvideo4074,"yang komen rata-rata penikmat sound berisik gini, tinggal tunggu saja pas lagi sakit terus ada sound berisik seperti gini gimana rasanya ",-1
@nopekwan3774,"Tidak semua orang senang sound horeg mas apalagi lansia, orang sakit jadi kalau bisa frekuensinya tolong agak dikurangin biar lebih amanah usahanya.",-1
@pratamatamaw8653,"thank u Volix sudah memberikan perspektif baru tentang Sound Horeg, kembali ke hukum awal bisnis ada Supply ada Demand.",1
@ahmadumar363,"Di luar jatim jangan ya dek ya,, ini kawasan loss tidak baperan.. kalau masalah kaca pecah genteng rontok itu, kalau bukan dari penyewa pasti diganti. & orang"" Tua/bayi sudah dikasih tahu & sementara menginap di saudaranya..  Ini sisi lain yang harus netizen terima, mau ini itu. kalau pun mines pasti sudah lenyap bos-bos Horeg di jatim.. Sampai sini paham kah?",1
@julianto3982,"Di tempat saya juga ada penyewaan sound gini cuman tidak segede sound horeg jawa timur, terkadang masyarakat yang ikut iuran terus tidak denger suara sound, atau kecil suka komplen. karena kalau ada karnaval di Indramayu warga atusias karena ada kuda depok,ogoh ogoh, kuda lumping. orang orang pada suka pada joget juga",0
@dhiosticker56,"chanel paling oke yang meliput sound horeegg.....real langsung datang ke owner sound,,,,bukan yang mengambil dari saluran orang....mantap bosku,,,",1
@arif95-s4c,"Jujur aku suka konten ini mau turun ke lapangan langsung ....jadi tahu yang sebenarnya sound horeg itu banyak positifnya..
Tidak seperti chenel sebelah taunya lewat fyp tiktok terus nyinyir tidak jelas..
Sukses selalu mas..
Salam dari fans brewog Jombang Jatim ",1
@wahyu5167,"Mas kholid ini salah satu operator kalau di wawancara public speaking nya bagus , kerja bagus mas kholid ",1
@danii3285,"banyak banget orang yang bahkan iq-nya saya yakin tidak sampai 78, tapi kalau otaknya dibuat mikir pakai logika sederhana aja, harusnya budaya ini tidak diteruskan kalau sudah menimbulkan kerusakan, bahkan ada berita balita yang meninggal karena kena gelombang suara sound horeg. kalau masyarakat justru sesuai yang dibilang masnya di video, semakin rusak semakin suka, tandanya memang masyarakatnya memang rusak (destruktif), tidak mikir panjang, dan impulsif. mungkin logika ini pun mereka mereka ini tidak bisa paham, yang jelas kalau budaya seperti ini masih ada dan masyarakat baik baik aja, Indonesia Emas masih jauh",-1
,Next liput Karnaval All In Bumirejo Malang Dampit 7 Desember 2024,0
@herimalang5458,Mantap penjelasan mas kholid,1
@roisrosidhin9391,Mantap.saya warga Jakarta terhibur .terima kasih sound Jatim,1
@SulisWanto-l4f,"Jangan samakan kampung anda dan kampung kami

Kalau disini ada sound horeg..
Untuk kerusakan juga sudah ada anggaranya dari pihak penyewa 
Meraka juga sudah siap memperbaiki..

Terus apanya yang perlu dikritik..??

Sound horeg mengganggu masyarakat???
Kan yang nyewa juga masyarakat.
Sound horeg juga tidak akan tampil kalu tidak ada izin dari pihak yang berwajib dan juga yang terkait.

Teruss masalahnya di mana??",-1
@fanboyultima2632,"-_- kok bisa sih pada setuju, kok bisa",-1
@Tenanporajane,"Makasih min sudah terjun ke lapangan langsung ke narasumber, tidak cuma react video dan cuplikan-cuplikan Tapi tidak pernah lihat langsung dan menyimpulkan seenaknya sendiri",1
@CurhatanProgrammer,Play BMTH & SLIPKNOT biar bisa ambil hati penikmat genre lain. Jangan cuma DJ & Dangdut aja.. Keren sebenernya sound horeg ini.,0
@RisalatulMuawanah-th4ey,Sebagai tetangga nya mas Kholid ..aku bangga dan suka sama sound horeg ..,1
@arianti9903,Polusi suara dan anti kritik,-1
@user-jt4sh4lj1v,"Dari tutur bicara masnya sangat sopan sekali & menghargai nilai luhur ,privasi orang ,Tidak ada kata-kata  kasar memang didikan terbaik orang tua mana  coba yang tidak bangga dengan masnya",1
@sukasukayoutube9385,"Lebih baik di lakukan di tempat terbuka seperti lapangan , biar orang yang datang ke lapangan benar-benar orang yang suka soundhoreg",1
@imil6798,"sound horeg sebenarnya sah sah saja jika di tempat yang pas. Kalau ngeluarin suaranya di tempat gang-gang. ya berpotensi masalah. Setahu saya, sound horeg dengan audio frekuensi tertentu , jika sama dengan frekuensi alami benda benda sekitar, misal kaca, genteng, dinding, maka benda tersebut juga ikut beresonansi / bergetar. Nah ini ni yang bikin masyarakat rugi. Msalahnya, dari pernyataan masnya, kalau rumah masyarakatnya setempat bergetar, malah dianya katanya seneng, nah ini perlu diverifikasi.  Kalau benar ya okelah, tapi kalau tidak benar ya ini ni masalahnya",0
@saskarf7619,"Menurutku tentang sound horeg nya sendiri, jujur bagi aku yang juga suka sound sistem, mendengarkan sound horeg memang ada sensasi tersendiri. Cuma aku kalau ndengerin sound horeg, aku tidak berani lama  - lama. Jujur saja, aku mendengarkan sound yang pakai box turbo 18"" 6 biji saja aku tidak kuat, sesek dadaku. Memang sound horeg itu bukan untuk tipe semua orang, karena sound horeg itu dominan suara sub bass, sekali lagi ""dominan"" ya bukan ""cuma"". 


Di jawa tengah sebenarnya juga mulai ketularan tren sound horeg, cuma mungkin kalau di Jawa Tengah, acara karnaval sound horeg tidak sesering seperti di jawa timur. Alasan tersebut kemungkinan karena masyarakat di Jawa Tengah kebanyakan lebih suka hiburan rakyat, seperti pentas seni tradisional, atau sejenis konser. Jadi untuk sound system digunakan sebagai pendamping kemeriahan acara, dan untuk ukuran soundnya pun tidak sebanyak sound karnaval Jawa Timur.

Aku sendiri belum berani memberikan komentar mengenai sound horeg yang berada di daerah jawa timur. Karena aku sendiri belum pernah observasi dan mendengarkan sound horeg jatim secara langsung di lokasi. Karena sekedar nonton potongan video di sosial media saja menurutku masih kurang valid. 

Monggo sampaikan pendapat anda secara bijak.",0
@A8humanity,"pernah jalan-jalan ke malang waktu ada sound horeg kalau tidak salah sound nama rentalnya Riswanda sama Maximal K5 suarane mantab banget, benar benar membuat muntah dulu tahun 2022 kalau tidak salah waktu karnaval di pagak daerah stadion kanjuruhan sejak saat itu sampai sekarang seneng banget sama sound horeg wkwk",1
@Dorreman,"Kalo sudah ngerusak, mengganggu itu tidak usah dilanjutin. Namanya merusak dan mengganggu mana ada yang baik..",-1
@mayadian3998,"gila editornya kelas banget 
boleh dong main ke malang sambil ngonten sound horeg",1
@gilabola375,"Jangan sampai masuk jawa barat, mari kawal kawan kawan .",0
@Aceh_kingdom,PRINDAPAN VERSI INDO NYAA,-1
@DimasF1052,"aku di pihak yang kontra dengan kegiatan seperti ini, tapi setidaknya dengan video ini bisa memberikan perspektif lain terutama dari kalangan yang pro

Memang ada cara pandang berbeda sih diantara masyarakat ""SDM rendah"" dan ""SDM tinggi"" terhadap kegiatan seperti ini yang membuat keributan ini muncul, ditambah perbincangan di media sosial semakin membuat pro kontra ini semakin riuh",0
